request_id,created_at,resolved_at,channel,requester_role,requester_alias,department,product_area,environment,priority,request_type,business_impact,description,steps_taken,resolution_notes,resolution_time_hours,escalated,csat_score,tags,kb_article_helpful,predicted_category,predicted_urgency,recommended_team,suggested_action
REQ-9JPNBZUG,2025-11-05 18:20,2025-11-06 17:08,Email,Coordinator,UserF,IT,Integrations,Production,High,Bug,Major,Spike in 5xx errors for onboarding endpoints around 10am. Only affects a subset of users. Customer is escalating due to audit deadline. Reproducible with standard test account.,Checked DB slow queries; Reviewed APM traces,Root cause: Large query timeouts. Rolled back offending deployment and monitored error rates. Performed post-incident review and added monitoring alert.,22.81,0,4.0,audit;release,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-1HSSBELR,2025-11-06 09:24,2025-11-07 02:43,Slack,Coordinator,UserG,Operations,Onboarding,Production,Medium,Data Issue,Major,Imported records have garbled characters in names/notes. Repro steps available on request. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Validated CSV schema; Re-ran import with dry-run,Root cause: CSV schema mismatch. Removed duplicate keys and reprocessed import batch.,17.32,0,4.0,integration;ui,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-JSE17QUA,2025-11-06 11:05,2025-11-06 22:13,Form,Admin,UserE,Training,Integrations,Sandbox,Critical,Data Issue,Moderate,Nightly sync created duplicates; IDs appear to be re-used. Happening since last release. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Sampled failing rows; Validated CSV schema,Root cause: Duplicate keys. Adjusted encoding to UTF-8 and confirmed characters render correctly.,11.14,0,2.0,audit;payroll,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-7W2SEHE2,2025-11-06 15:12,2025-11-07 00:40,Slack,Director,UserC,IT,Time & Attendance,Sandbox,Critical,Bug,Moderate,Search is extremely slow; UI freezes during loading. Happening since last release. Observed in Sandbox. Reproducible with standard test account.,Validated cache hit rates; Correlated with deployment window,Root cause: Database contention. Applied rate limiting adjustments and scaled service instances. Performed post-incident review and added monitoring alert.,9.48,1,,release;training,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-Z6WYQMLH,2025-11-06 17:15,2025-11-07 00:14,Slack,Admin,UserA,IT,Core Platform,Production,Critical,How-to,Severe,Filter 'Department' returns blanks for several records. Happening since last release. Only affects a subset of users. User needs guidance on correct workflow.,Reproduced report with same filters; Compared metric definitions,Root cause: Wrong filters. Clarified metric definition and updated report filters.,7.0,1,4.0,payroll;security,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-ZX1TV18K,2025-11-06 18:03,2025-11-08 17:56,Teams,Director,UserG,Finance,Integrations,Production,Medium,Bug,Minor,Spike in 5xx errors for onboarding endpoints around 10am. Repro steps available on request. Happening since last release. Reproducible with standard test account.,Reviewed APM traces; Validated cache hit rates,Root cause: Memory leak. Optimized query plan and increased cache TTL for hot paths.,47.89,0,,data-quality;urgent,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-PGB7R3OC,2025-11-07 11:23,2025-11-08 07:21,Email,Admin,UserA,Recruiting,Core Platform,Production,High,Data Issue,Moderate,Imported records have garbled characters in names/notes. Happening since last release. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Sampled failing rows; Re-ran import with dry-run,Root cause: Encoding issue. Adjusted encoding to UTF-8 and confirmed characters render correctly.,19.98,1,2.0,audit;training,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-4QDBXVH7,2025-11-07 17:42,2025-11-08 20:51,Jira,Director,UserA,Recruiting,Time & Attendance,Production,Medium,Bug,Moderate,Page jumps to top after editing a row in the grid. Observed in Production. Happening since last release. Reproducible with standard test account.,Verified feature flags; Tested in Chrome/Edge,Root cause: Regression after release. Fixed regression and added test coverage for the workflow.,27.16,0,3.0,audit;training,1,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-QZPKY32O,2025-11-07 18:31,2025-11-07 22:02,Teams,Director,UserB,Operations,Time & Attendance,Production,Critical,Integration Issue,Moderate,Integration mapping changed; 'locationCode' is now null. Department: Operations. Observed in Production. Please verify data integrity and mappings.,Rotated API token; Checked rate limit headers,Root cause: Webhook retries failing. Added new IP range to allowlist and verified connectivity.,3.53,0,,audit;ui,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-9MQVAYXA,2025-11-08 09:25,2025-11-08 19:40,Form,Coordinator,UserG,IT,Onboarding,Production,High,Data Issue,Major,Trial ended earlier than expected; need extension through month-end. Department: IT. Only affects a subset of users. Please verify data integrity and mappings.,Verified seat count; Confirmed billing contacts,Root cause: Invoice mismatch. Extended trial and confirmed feature access is restored.,10.26,0,,data-quality;training,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-0S1F537Y,2025-11-08 11:33,2025-11-10 06:35,Slack,Director,UserB,Operations,Onboarding,Production,Medium,Access Request,Minor,Users can't log in via SSO; seeing 'Invalid audience' error. Only affects a subset of users. Happening since last release.,Validated SCIM provisioning logs; Reset MFA for affected user,Root cause: Expired SAML cert. Fixed role mapping and re-provisioned affected users.,43.04,0,4.0,integration;urgent,0,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-AEGRY58V,2025-11-08 13:37,2025-11-09 09:01,Teams,Director,UserC,Finance,Talent Acquisition,Production,High,How-to,Moderate,Dashboard shows zeros for yesterday; data seems delayed. Observed in Production. Only affects a subset of users. User needs guidance on correct workflow.,Compared metric definitions; Reproduced report with same filters,Root cause: Wrong filters. Re-ran ETL and confirmed dashboard values are current.,19.41,0,,payroll;security,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-4UTDD2EC,2025-11-08 17:02,2025-11-10 13:15,Email,Coordinator,UserC,Operations,Time & Attendance,Production,Low,Integration Issue,Major,API calls to /v2/employees return 429; rate-limited unexpectedly. Happening since last release. Only affects a subset of users. Please verify data integrity and mappings.,Checked rate limit headers; Reviewed webhook logs,Root cause: IP allowlist blocking. Rotated token and updated webhook signing secret.,44.23,0,5.0,audit;release,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-GJLPEFJA,2025-11-09 08:43,2025-11-14 01:36,Form,Director,UserG,Operations,Talent Acquisition,Sandbox,Low,Integration Issue,Major,Integration mapping changed; 'locationCode' is now null. Department: Operations. Happening since last release. Please verify data integrity and mappings.,Rotated API token; Checked rate limit headers,Root cause: Version mismatch. Rotated token and updated webhook signing secret.,112.9,0,,training;urgent,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-2RZV1SQQ,2025-11-09 12:13,2025-11-11 21:42,Teams,Admin,UserE,Finance,Reporting,Sandbox,Low,Bug,Moderate,Submit button is disabled even after all required fields are filled. Happening since last release. Repro steps available on request. Reproducible with standard test account.,Tried hard refresh; Tested in Chrome/Edge,Root cause: Browser-specific rendering. Resolved CSS overflow issue; modal now renders correctly.,57.49,0,5.0,data-quality;training,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-CER4KMUS,2025-11-09 18:41,2025-11-13 21:19,Teams,Coordinator,UserG,Operations,Core Platform,Production,Low,Access Request,Moderate,Login redirects loop back to IdP; MFA prompt never completes. Only affects a subset of users. Customer is escalating due to audit deadline.,Reset MFA for affected user; Reviewed role mappings,Root cause: Role mapping error. Updated SAML configuration and re-imported IdP metadata.,98.64,0,,data-quality;integration,1,Access Issue,Critical,IT Support,Reset MFA and verify IdP logs.
REQ-22INIWC5,2025-11-10 10:15,2025-11-10 17:12,Jira,Director,UserB,HR,Core Platform,Sandbox,Critical,How-to,Major,Dashboard shows zeros for yesterday; data seems delayed. Customer is escalating due to audit deadline. Happening since last release. User needs guidance on correct workflow.,Checked user permissions; Reproduced report with same filters,Root cause: Time zone mismatch. Re-ran ETL and confirmed dashboard values are current.,6.96,1,4.0,security;training,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-F6FDHGZZ,2025-11-10 12:06,2025-11-11 12:02,Email,Admin,UserF,Finance,Reporting,Production,Medium,Integration Issue,Minor,IP allowlist update needed; requests blocked from new vendor range. Only affects a subset of users. Happening since last release. Please verify data integrity and mappings.,Rotated API token; Reviewed webhook logs,Root cause: IP allowlist blocking. Added new IP range to allowlist and verified connectivity.,23.94,0,4.0,audit;security,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-PGU2HBIK,2025-11-10 15:39,2025-11-13 12:51,Jira,Admin,UserD,Finance,Core Platform,Production,Medium,Bug,Minor,System intermittently times out when loading candidate profiles. Department: Finance. Only affects a subset of users. Reproducible with standard test account.,Checked DB slow queries; Correlated with deployment window,Root cause: Large query timeouts. Applied rate limiting adjustments and scaled service instances.,69.21,0,3.0,data-quality;security,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-KGYSPENG,2025-11-10 17:24,2025-11-11 12:51,Teams,Director,UserA,HR,Time & Attendance,Production,Medium,How-to,Moderate,Dashboard shows zeros for yesterday; data seems delayed. Observed in Production. Department: HR. User needs guidance on correct workflow.,Compared metric definitions; Checked user permissions,Root cause: Stale data cache. Re-ran ETL and confirmed dashboard values are current.,19.45,0,4.0,integration;release,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-9IO3M25A,2025-11-11 09:45,2025-11-11 20:05,Email,Director,UserF,Operations,Talent Acquisition,Sandbox,Critical,Data Issue,Moderate,Imported records have garbled characters in names/notes. Repro steps available on request. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Tried UTF-8 re-export; Re-ran import with dry-run,Root cause: Bad date formats. Removed duplicate keys and reprocessed import batch.,10.34,0,4.0,payroll;ui,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-TCBW6ATV,2025-11-11 12:24,2025-11-13 10:57,Jira,Admin,UserA,HR,Time & Attendance,Production,Medium,Access Request,Major,Users can't log in via SSO; seeing 'Invalid audience' error. Only affects a subset of users. Customer is escalating due to audit deadline.,Reviewed role mappings; Validated SCIM provisioning logs,Root cause: IdP attribute missing. Adjusted MFA policy alignment and validated successful login.,46.56,0,,audit;training,1,Access Issue,Critical,IT Support,Reset MFA and verify IdP logs.
REQ-SICVPDQE,2025-11-12 12:04,2025-11-15 04:59,Slack,Admin,UserB,Training,Talent Acquisition,UAT,Medium,Integration Issue,Minor,IP allowlist update needed; requests blocked from new vendor range. Department: Training. Happening since last release. Please verify data integrity and mappings.,Checked rate limit headers; Reviewed webhook logs,Root cause: Webhook retries failing. Rotated token and updated webhook signing secret.,64.92,0,4.0,audit;integration,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-2MYR06NK,2025-11-12 12:23,2025-11-14 19:53,Email,Director,UserB,Finance,Time & Attendance,Production,Medium,How-to,Moderate,Dashboard shows zeros for yesterday; data seems delayed. Observed in Production. Happening since last release. User needs guidance on correct workflow.,Validated ETL job completion; Reproduced report with same filters,Root cause: Stale data cache. Re-ran ETL and confirmed dashboard values are current.,55.5,0,3.0,reporting;ui,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-4W3U1HBJ,2025-11-12 15:29,2025-11-13 16:51,Slack,Manager,UserC,Operations,Time & Attendance,Sandbox,High,Integration Issue,Moderate,Webhook deliveries are failing with 401; token may be expired. Only affects a subset of users. Repro steps available on request. Please verify data integrity and mappings.,Rotated API token; Reviewed webhook logs,Root cause: Webhook retries failing. Added new IP range to allowlist and verified connectivity.,25.37,0,,payroll;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-7Y6WKTAK,2025-11-12 17:20,2025-11-13 11:06,Jira,Coordinator,UserE,Training,Integrations,Production,Medium,Integration Issue,Minor,Integration mapping changed; 'locationCode' is now null. Repro steps available on request. Observed in Production. Please verify data integrity and mappings.,Validated IP allowlist; Reviewed webhook logs,Root cause: Field mapping mismatch. Added new IP range to allowlist and verified connectivity.,17.77,0,5.0,release;urgent,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-1EGOK01T,2025-11-13 09:09,2025-11-14 01:25,Form,Director,UserF,Finance,Talent Acquisition,Production,High,Integration Issue,Severe,IP allowlist update needed; requests blocked from new vendor range. Department: Finance. Only affects a subset of users. Please verify data integrity and mappings.,Validated IP allowlist; Checked rate limit headers,Root cause: Webhook retries failing. Rotated token and updated webhook signing secret.,16.27,0,,audit;integration,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-6RUPW2W5,2025-11-13 10:07,2025-11-15 05:10,Email,Manager,UserF,Operations,Core Platform,Production,Medium,Data Issue,Severe,Imported records have garbled characters in names/notes. Department: Operations. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Re-ran import with dry-run; Sampled failing rows,Root cause: Encoding issue. Normalized date formats and re-imported using updated template.,43.05,0,5.0,audit;release,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-7EZ9GTWZ,2025-11-13 12:28,2025-11-15 11:02,Slack,Manager,UserB,Operations,Core Platform,UAT,Medium,Data Issue,Minor,Trial ended earlier than expected; need extension through month-end. Customer is escalating due to audit deadline. Repro steps available on request. Please verify data integrity and mappings.,Verified seat count; Confirmed billing contacts,Root cause: Provisioning lag. Extended trial and confirmed feature access is restored.,46.57,0,,training;urgent,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-HZ1GV0E3,2025-11-14 11:41,2025-11-16 17:00,Form,Manager,UserB,HR,Talent Acquisition,Production,Low,Bug,Severe,Submit button is disabled even after all required fields are filled. Happening since last release. Only affects a subset of users. Reproducible with standard test account.,Captured console errors; Tested in Chrome/Edge,Root cause: Localization string overflow. Patched front-end validation logic and deployed hotfix.,53.32,0,4.0,data-quality;payroll,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-YL68NTK6,2025-11-14 11:56,2025-11-16 13:47,Form,Coordinator,UserD,Recruiting,Reporting,Production,Medium,Bug,Minor,Validation error message is hidden behind the sidebar. Observed in Production. Only affects a subset of users. Reproducible with standard test account.,Verified feature flags; Tried hard refresh,Root cause: Browser-specific rendering. Patched front-end validation logic and deployed hotfix.,49.86,0,4.0,reporting;urgent,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-1945NQ4F,2025-11-14 17:16,2025-11-17 12:27,Email,Director,UserB,IT,Onboarding,Production,Low,How-to,Moderate,Monthly headcount report doesn't match payroll numbers. Department: IT. Happening since last release. User needs guidance on correct workflow.,Checked user permissions; Validated ETL job completion,Root cause: Time zone mismatch. Granted missing permissions and refreshed cached aggregates.,67.19,0,,audit;payroll,0,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-CIILDY5E,2025-11-15 12:20,2025-11-17 06:38,Teams,Analyst,UserD,Operations,Time & Attendance,Production,Medium,Bug,Moderate,Modal dialog overlaps footer on Chrome 121; can't click 'Save'. Observed in Production. Customer is escalating due to audit deadline. Reproducible with standard test account.,Tested in Chrome/Edge; Tried hard refresh,Root cause: Broken validation. Resolved CSS overflow issue; modal now renders correctly.,42.3,0,3.0,integration;reporting,1,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-2D54I3QK,2025-11-15 16:56,2025-11-16 03:46,Slack,Coordinator,UserG,HR,Time & Attendance,Production,High,Integration Issue,Major,API calls to /v2/employees return 429; rate-limited unexpectedly. Only affects a subset of users. Customer is escalating due to audit deadline. Please verify data integrity and mappings.,Validated IP allowlist; Rotated API token,Root cause: Webhook retries failing. Added new IP range to allowlist and verified connectivity.,10.85,0,,security;urgent,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-1L6SPBNQ,2025-11-16 13:11,2025-11-18 02:34,Teams,Admin,UserF,HR,Onboarding,Production,Medium,Data Issue,Moderate,Nightly sync created duplicates; IDs appear to be re-used. Only affects a subset of users. Observed in Production. Please verify data integrity and mappings.,Tried UTF-8 re-export; Sampled failing rows,Root cause: CSV schema mismatch. Adjusted encoding to UTF-8 and confirmed characters render correctly.,37.39,0,4.0,reporting;urgent,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-BUFWBUCJ,2025-11-16 17:45,2025-11-18 11:45,Slack,Manager,UserE,Recruiting,Integrations,Production,Low,How-to,Moderate,Filter 'Department' returns blanks for several records. Observed in Production. Happening since last release. User needs guidance on correct workflow.,Validated ETL job completion; Checked user permissions,Root cause: Metric definition confusion. Granted missing permissions and refreshed cached aggregates.,42.01,0,,release;security,1,How-to/Guidance,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-XSFH4GG2,2025-11-17 08:35,2025-11-18 22:05,Slack,Coordinator,UserB,Recruiting,Time & Attendance,UAT,Medium,Integration Issue,Minor,Webhook deliveries are failing with 401; token may be expired. Happening since last release. Repro steps available on request. Please verify data integrity and mappings.,Validated IP allowlist; Checked rate limit headers,Root cause: IP allowlist blocking. Rotated token and updated webhook signing secret.,37.5,0,,integration;urgent,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-PQ06WPX2,2025-11-17 16:17,2025-11-18 06:10,Teams,Coordinator,UserC,Operations,Time & Attendance,UAT,High,Data Issue,Minor,Invoice shows wrong tier; billing contact requesting correction. Repro steps available on request. Observed in UAT. Please verify data integrity and mappings.,Verified seat count; Checked subscription in admin console,Root cause: Seat limit exceeded. Processed invoice correction request and notified billing.,13.89,0,,data-quality;security,1,Billing/Invoice,Medium,Finance,Check contract SKU limit and validity.
REQ-WQ40ZSU9,2025-11-18 10:52,2025-11-18 16:12,Form,Admin,UserF,Finance,Core Platform,Production,Critical,Bug,Severe,System intermittently times out when loading candidate profiles. Only affects a subset of users. Happening since last release. Reproducible with standard test account.,Correlated with deployment window; Checked DB slow queries,Root cause: Third-party dependency outage. Optimized query plan and increased cache TTL for hot paths. Performed post-incident review and added monitoring alert.,5.34,0,2.0,security;urgent,1,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-BVZB0OIH,2025-11-18 11:15,2025-11-23 14:36,Form,Analyst,UserB,IT,Talent Acquisition,Production,Medium,Integration Issue,Minor,API calls to /v2/employees return 429; rate-limited unexpectedly. Customer is escalating due to audit deadline. Happening since last release. Please verify data integrity and mappings.,Rotated API token; Checked rate limit headers,Root cause: Field mapping mismatch. Added new IP range to allowlist and verified connectivity.,123.36,0,4.0,payroll;urgent,0,Data Integrity,Critical,Engineering - Data,Review KB articles and escalate if needed.
REQ-WGWAJ1G1,2025-11-18 16:19,2025-11-21 01:54,Form,Manager,UserC,HR,Talent Acquisition,Sandbox,Low,Feature Request,Major,Need export in Parquet/JSON in addition to CSV. Only affects a subset of users. Customer is escalating due to audit deadline. Stakeholder requests roadmap visibility.,Identified workaround; Collected business impact,Root cause: New dashboard widget. Created backlog item with acceptance criteria and impact summary.,57.59,0,5.0,payroll;release,1,Feature Request,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-QUH50OPF,2025-11-20 11:31,2025-11-20 18:17,Email,Analyst,UserC,Operations,Integrations,Production,Critical,Bug,Severe,Validation error message is hidden behind the sidebar. Department: Operations. Only affects a subset of users. Reproducible with standard test account.,Verified feature flags; Captured console errors,Root cause: Misaligned modal. Resolved CSS overflow issue; modal now renders correctly.,6.78,1,4.0,integration;reporting,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-E27ZEOQG,2025-11-20 12:49,2025-11-21 08:12,Slack,Admin,UserG,Recruiting,Integrations,UAT,Medium,Bug,Moderate,Page jumps to top after editing a row in the grid. Observed in UAT. Repro steps available on request. Reproducible with standard test account.,Tested in Chrome/Edge; Tried hard refresh,Root cause: Localization string overflow. Patched front-end validation logic and deployed hotfix.,19.39,0,,data-quality;payroll,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-QHRRPZLK,2025-11-20 15:49,2025-11-23 21:57,Slack,Analyst,UserA,Recruiting,Core Platform,Production,Medium,Integration Issue,Moderate,API calls to /v2/employees return 429; rate-limited unexpectedly. Observed in Production. Happening since last release. Please verify data integrity and mappings.,Validated IP allowlist; Rotated API token,Root cause: Version mismatch. Increased retry backoff and corrected field mapping.,78.14,0,3.0,integration;release,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-20YAR821,2025-11-20 17:47,2025-11-21 14:17,Form,Coordinator,UserF,Recruiting,Reporting,Production,High,Bug,Moderate,Search is extremely slow; UI freezes during loading. Customer is escalating due to audit deadline. Repro steps available on request. Reproducible with standard test account.,Validated cache hit rates; Checked DB slow queries,Root cause: Database contention. Rolled back offending deployment and monitored error rates. Performed post-incident review and added monitoring alert.,20.51,0,4.0,payroll;security,0,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-VBD4BEPE,2025-11-21 08:14,2025-11-24 14:44,Slack,Analyst,UserD,IT,Talent Acquisition,Production,Low,Feature Request,Severe,Need export in Parquet/JSON in addition to CSV. Customer is escalating due to audit deadline. Happening since last release. Stakeholder requests roadmap visibility.,Collected business impact; Documented user story,Root cause: Additional approval step. Provided current roadmap guidance and alternative approach.,78.51,0,5.0,training;ui,0,Feature Request,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-NULQJIDK,2025-11-21 12:29,2025-11-22 17:41,Jira,Coordinator,UserF,Operations,Integrations,Production,High,Bug,Moderate,Search is extremely slow; UI freezes during loading. Department: Operations. Only affects a subset of users. Reproducible with standard test account.,Validated cache hit rates; Correlated with deployment window,Root cause: Rate limiting. Rolled back offending deployment and monitored error rates. Performed post-incident review and added monitoring alert.,29.22,1,3.0,integration;security,1,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-GY0Z4EVL,2025-11-21 17:26,2025-11-22 05:19,Jira,Admin,UserE,Recruiting,Integrations,Production,High,Access Request,Minor,"After password reset, account is locked and cannot be unlocked. Department: Recruiting. Happening since last release.",Reset MFA for affected user; Checked IdP metadata,Root cause: IdP attribute missing. Fixed role mapping and re-provisioned affected users. Performed post-incident review and added monitoring alert.,11.89,1,3.0,integration;ui,0,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-YVK7N3BF,2025-11-22 14:28,2025-11-22 19:47,Slack,Analyst,UserC,IT,Core Platform,Production,Critical,Access Request,Minor,Users can't log in via SSO; seeing 'Invalid audience' error. Repro steps available on request. Happening since last release.,Checked IdP metadata; Reset MFA for affected user,Root cause: IdP attribute missing. Updated SAML configuration and re-imported IdP metadata. Performed post-incident review and added monitoring alert.,5.33,0,3.0,payroll;ui,1,Access Issue,Medium,IT Support,Reset MFA and verify IdP logs.
REQ-1ZSCMO1P,2025-11-23 13:40,2025-11-24 18:08,Jira,Director,UserG,IT,Core Platform,Production,Medium,Bug,Minor,Page jumps to top after editing a row in the grid. Only affects a subset of users. Customer is escalating due to audit deadline. Reproducible with standard test account.,Verified feature flags; Captured console errors,Root cause: Misaligned modal. Resolved CSS overflow issue; modal now renders correctly.,28.47,0,3.0,audit;integration,1,Software/Bug,Critical,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-WPM3X15D,2025-11-23 14:56,2025-11-24 02:44,Form,Admin,UserD,Finance,Core Platform,Production,Critical,Feature Request,Moderate,Would like an approval step before publishing postings. Observed in Production. Happening since last release. Stakeholder requests roadmap visibility.,Identified workaround; Logged request in backlog,"Root cause: New dashboard widget. Documented request, proposed interim workaround, and scheduled discovery session.",11.81,0,4.0,ui;urgent,0,Feature Request,Medium,Customer Success,Review KB articles and escalate if needed.
REQ-HHXFGCAQ,2025-11-23 17:38,2025-11-25 06:41,Slack,Director,UserE,Recruiting,Time & Attendance,Production,Low,How-to,Minor,Filter 'Department' returns blanks for several records. Department: Recruiting. Customer is escalating due to audit deadline. User needs guidance on correct workflow.,Checked user permissions; Validated ETL job completion,Root cause: Metric definition confusion. Granted missing permissions and refreshed cached aggregates.,37.06,0,,audit;payroll,0,How-to/Guidance,Critical,Customer Success,Review KB articles and escalate if needed.
REQ-L42JZNTM,2025-11-23 18:58,2025-11-24 12:25,Email,Director,UserG,Training,Reporting,Production,Medium,Data Issue,Minor,Imported records have garbled characters in names/notes. Repro steps available on request. Happening since last release. Please verify data integrity and mappings.,Tried UTF-8 re-export; Sampled failing rows,Root cause: Encoding issue. Normalized date formats and re-imported using updated template.,17.45,0,,release;ui,1,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-W4K2TCZS,2025-11-24 12:35,2025-11-27 04:05,Email,Manager,UserC,Finance,Reporting,Sandbox,Medium,Integration Issue,Minor,Integration mapping changed; 'locationCode' is now null. Happening since last release. Observed in Sandbox. Please verify data integrity and mappings.,Validated IP allowlist; Checked rate limit headers,Root cause: Webhook retries failing. Rotated token and updated webhook signing secret.,63.52,0,5.0,audit;reporting,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-NXZ6YTIP,2025-11-24 15:43,2025-11-26 07:59,Email,Director,UserA,HR,Talent Acquisition,Production,Medium,Data Issue,Minor,Invoice shows wrong tier; billing contact requesting correction. Observed in Production. Department: HR. Please verify data integrity and mappings.,Verified seat count; Reviewed contract SKU list,Root cause: Seat limit exceeded. Extended trial and confirmed feature access is restored.,40.27,0,4.0,audit;urgent,1,Billing/Invoice,Medium,Finance,Check contract SKU limit and validity.
REQ-KERPETIU,2025-11-25 09:18,2025-12-01 07:09,Form,Manager,UserC,Operations,Talent Acquisition,Production,Low,Bug,Moderate,Validation error message is hidden behind the sidebar. Happening since last release. Only affects a subset of users. Reproducible with standard test account.,Verified feature flags; Tried hard refresh,Root cause: Browser-specific rendering. Patched front-end validation logic and deployed hotfix.,141.85,0,4.0,release;urgent,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-LDZMFB7R,2025-11-25 09:58,2025-11-27 23:58,Form,Manager,UserD,Finance,Time & Attendance,Production,Low,Data Issue,Moderate,Imported records have garbled characters in names/notes. Happening since last release. Department: Finance. Please verify data integrity and mappings.,Validated CSV schema; Tried UTF-8 re-export,Root cause: Partial import due to validation. Removed duplicate keys and reprocessed import batch.,62.0,0,4.0,integration;payroll,0,Data Integrity,Medium,Engineering - Data,Review KB articles and escalate if needed.
REQ-K0YEHVDO,2025-11-26 11:32,2025-11-27 14:30,Slack,Coordinator,UserG,Operations,Onboarding,Production,Medium,Bug,Major,Validation error message is hidden behind the sidebar. Repro steps available on request. Department: Operations. Reproducible with standard test account.,Captured console errors; Verified feature flags,Root cause: Misaligned modal. Resolved CSS overflow issue; modal now renders correctly.,26.98,0,3.0,data-quality;release,0,Software/Bug,Medium,Engineering - Core Platform,Check logs for stack traces and known regressions.
REQ-CZO2SUG5,2025-11-26 13:17,2025-11-27 12:44,Slack,Coordinator,UserG,Training,Onboarding,UAT,Medium,Data Issue,Moderate,Unable to add new users; error says seat limit reached. Only affects a subset of users. Department: Training. Please verify data integrity and mappings.,Reviewed contract SKU list; Confirmed billing contacts,Root cause: Trial expired. Extended trial and confirmed feature access is restored.,23.45,0,,audit;ui,0,Software/Bug,High,Engineering - Core Platform,Check logs for stack traces and known regressions.
